"","subj","trialNo","stimNo","focNo","verbNo","con","foc","verb","quesCode.art.1","quesCode.art.2","quesCode.noun.1","quesCode.noun.2","resp.art","resp.noun","respCode.art","respCode.noun","TMS","sess.no","RT","accur","decision","accur.code"
"3343","14",79,50,2,49,"syntax","object","49",1,2,1,1,"nom","Patient",1,1,"BA44",3,668.8,"incorrect","article",0
"3346","14",82,21,1,21,"syntax","subject","21",1,1,1,1,"nom","Agent",2,2,"BA44",3,643.4,"correct","article",1
"3348","14",84,5,2,4,"syntax","object","4",1,1,1,2,"nom","Agent",2,1,"BA44",3,725.9,"incorrect","article",0
"3351","14",87,22,1,22,"syntax","subject","22",1,1,1,2,"nom","Agent",2,1,"BA44",3,828.2,"correct","article",1
"3352","14",88,32,2,31,"syntax","object","31",1,1,1,1,"nom","Agent",2,2,"BA44",3,630.8,"incorrect","article",0
"3354","14",90,21,2,20,"syntax","object","20",1,2,1,2,"acc","Patient",2,2,"BA44",3,586.5,"correct","article",1
"3355","14",91,44,1,44,"syntax","subject","44",1,1,1,2,"nom","Agent",2,1,"BA44",3,988.1,"correct","article",1
"3357","14",93,24,2,23,"syntax","object","23",1,2,1,1,"acc","Patient",2,1,"BA44",3,603.2,"correct","article",1
"3359","14",95,7,1,7,"syntax","subject","7",1,1,1,1,"nom","Agent",2,2,"BA44",3,892.8,"correct","article",1
"3361","14",97,49,1,49,"syntax","subject","49",1,2,1,1,"nom","Agent",1,2,"BA44",3,535.8,"correct","article",1
"3363","14",99,39,2,38,"syntax","object","38",1,2,1,2,"nom","Agent",1,1,"BA44",3,585.1,"incorrect","article",0
"3366","14",102,25,1,25,"syntax","subject","25",1,1,1,1,"acc","Patient",1,1,"BA44",3,560.3,"incorrect","article",0
"3368","14",104,22,2,21,"syntax","object","21",1,1,1,1,"acc","Agent",1,2,"BA44",3,991.3,"correct","article",1
"3369","14",105,20,1,20,"syntax","subject","20",1,2,1,2,"nom","Agent",1,1,"BA44",3,668.8,"correct","article",1
"3371","14",107,61,1,61,"syntax","subject","61",1,2,1,2,"nom","Agent",1,1,"BA44",3,567.9,"correct","article",1
"3372","14",108,9,2,8,"syntax","object","8",1,1,1,2,"acc","Patient",1,2,"BA44",3,1034.2,"correct","article",1
"3375","14",111,13,2,12,"syntax","object","12",1,1,1,2,"acc","Patient",1,2,"BA44",3,720.8,"correct","article",1
"3378","14",114,37,1,37,"syntax","subject","37",1,2,1,1,"nom","Agent",1,2,"BA44",3,599.2,"correct","article",1
"3380","14",116,23,2,22,"syntax","object","22",1,1,1,2,"acc","Patient",1,2,"BA44",3,774.3,"correct","article",1
"3381","14",117,19,1,19,"syntax","subject","19",1,2,1,1,"nom","Agent",1,2,"BA44",3,814.7,"correct","article",1
"3383","14",119,60,1,60,"syntax","subject","60",1,1,1,1,"nom","Agent",2,2,"BA44",3,941.3,"correct","article",1
"3385","14",121,8,2,7,"syntax","object","7",1,1,1,1,"acc","Patient",1,1,"BA44",3,683.7,"correct","article",1
"3387","14",123,2,2,1,"syntax","object","1",1,1,1,2,"acc","Patient",1,2,"BA44",3,363.7,"correct","article",1
"3389","14",125,3,2,2,"syntax","object","2",1,2,1,1,"nom","Agent",1,2,"BA44",3,428.9,"incorrect","article",0
"3390","14",126,31,1,31,"syntax","subject","31",1,1,1,1,"nom","Agent",2,2,"BA44",3,614.5,"correct","article",1
"3393","14",129,19,2,18,"syntax","object","18",1,2,1,2,"acc","Agent",2,1,"BA44",3,957.3,"correct","article",1
"3394","14",130,16,1,16,"syntax","subject","16",1,1,1,2,"nom","Agent",2,1,"BA44",3,702.6,"correct","article",1
"3397","14",133,45,2,44,"syntax","object","44",1,1,1,2,"nom","Agent",2,1,"BA44",3,1180.9,"incorrect","article",0
"3398","14",134,13,1,13,"syntax","subject","13",1,2,1,1,"nom","Agent",1,2,"BA44",3,356.6,"correct","article",1
"3401","14",137,47,1,47,"syntax","subject","47",1,1,1,1,"nom","Agent",2,2,"BA44",3,728.8,"correct","article",1
"3403","14",139,33,2,32,"syntax","object","32",1,1,1,2,"acc","Patient",1,2,"BA44",3,727.1,"correct","article",1
"3406","14",142,35,1,35,"syntax","subject","35",1,1,1,2,"nom","Agent",2,1,"BA44",3,783.5,"correct","article",1
"3408","14",144,35,2,34,"syntax","object","34",1,1,1,1,"acc","Patient",1,1,"BA44",3,517.3,"correct","article",1
"3409","14",145,46,1,46,"syntax","subject","46",1,2,1,2,"nom","Agent",1,1,"BA44",3,982.2,"correct","article",1
"3412","14",148,27,2,26,"syntax","object","26",1,1,1,2,"acc","Patient",1,2,"BA44",3,819.1,"correct","article",1
"3413","14",149,64,1,64,"syntax","subject","64",1,1,1,2,"nom","Agent",2,1,"BA44",3,771.4,"correct","article",1
"3416","14",152,25,2,24,"syntax","object","24",1,2,1,2,"acc","Patient",2,2,"BA44",3,596.9,"correct","article",1
"3419","14",155,67,1,67,"syntax","subject","67",1,2,1,2,"nom","Agent",1,1,"BA44",3,768.5,"correct","article",1
"3420","14",156,38,2,37,"syntax","object","37",1,2,1,1,"acc","Patient",2,1,"BA44",3,569.1,"correct","article",1
"3423","14",159,17,1,17,"syntax","subject","17",1,2,1,1,"nom","Agent",1,2,"BA44",3,981.3,"correct","article",1
"3424","14",160,44,2,43,"syntax","object","43",1,1,1,1,"acc","Patient",1,1,"BA44",3,497,"correct","article",1
"3426","14",162,10,1,10,"syntax","subject","10",1,2,1,2,"nom","Agent",1,1,"BA44",3,399.9,"correct","article",1
"3428","14",164,61,2,60,"syntax","object","60",1,1,1,1,"acc","Patient",1,1,"BA44",3,412.5,"correct","article",1
"3429","14",165,28,1,28,"syntax","subject","28",1,2,1,2,"acc","Patient",2,2,"BA44",3,1200.2,"incorrect","article",0
"3431","14",167,17,2,16,"syntax","object","16",1,1,1,2,"acc","Patient",1,2,"BA44",3,690.7,"correct","article",1
"3432","14",168,1,1,1,"syntax","subject","1",1,1,1,2,"nom","Agent",2,1,"BA44",3,648.2,"correct","article",1
"3434","14",170,45,1,45,"syntax","subject","45",1,2,1,1,"nom","Agent",1,2,"BA44",3,378,"correct","article",1
"3436","14",172,8,1,8,"syntax","subject","8",1,1,1,2,"nom","Agent",2,1,"BA44",3,724.5,"correct","article",1
"3437","14",173,62,2,61,"syntax","object","61",1,2,1,2,"acc","Patient",2,2,"BA44",3,856.3,"correct","article",1
"3440","14",176,15,2,14,"syntax","object","14",1,2,1,2,"acc","Patient",2,2,"BA44",3,923.2,"correct","article",1
"3441","14",177,3,1,3,"syntax","subject","3",1,2,1,2,"nom","Agent",1,1,"BA44",3,565.3,"correct","article",1
"3444","14",180,48,2,47,"syntax","object","47",1,1,1,1,"acc","Patient",1,1,"BA44",3,685.3,"correct","article",1
"3447","14",183,36,2,35,"syntax","object","35",1,1,1,2,"acc","Patient",1,2,"BA44",3,393,"correct","article",1
"3449","14",185,4,1,4,"syntax","subject","4",1,1,1,2,"acc","Patient",1,2,"BA44",3,388.1,"incorrect","article",0
"3451","14",187,49,2,48,"syntax","object","48",1,1,1,2,"acc","Patient",1,2,"BA44",3,562.2,"correct","article",1
"3454","14",190,28,2,27,"syntax","object","27",1,2,1,1,"nom","Agent",1,2,"BA44",3,408.9,"incorrect","article",0
"3455","14",191,15,1,15,"syntax","subject","15",1,1,1,1,"nom","Agent",2,2,"BA44",3,902.3,"correct","article",1
"3458","15",2,38,1,38,"syntax","subject","38",1,1,1,1,"acc","Patient",1,1,"sham",1,718,"incorrect","article",0
"3461","15",5,24,2,23,"syntax","object","23",1,2,1,2,"acc","Patient",2,2,"sham",1,677.5,"correct","article",1
"3462","15",6,66,1,66,"syntax","subject","66",1,2,1,2,"acc","Patient",2,2,"sham",1,943.7,"incorrect","article",0
"3464","15",8,35,2,34,"syntax","object","34",1,1,1,2,"acc","Patient",1,2,"sham",1,903.2,"correct","article",1
"3465","15",9,64,1,64,"syntax","subject","64",1,2,1,1,"acc","Patient",2,1,"sham",1,723.3,"incorrect","article",0
"3467","15",11,17,2,16,"syntax","object","16",1,2,1,1,"acc","Patient",2,1,"sham",1,1015.9,"correct","article",1
"3468","15",12,24,1,24,"syntax","subject","24",1,1,1,1,"nom","Agent",2,2,"sham",1,886.2,"correct","article",1
"3471","15",15,50,2,49,"syntax","object","49",1,2,1,2,"acc","Patient",2,2,"sham",1,588.3,"correct","article",1
"3472","15",16,35,1,35,"syntax","subject","35",1,2,1,1,"acc","Agent",2,2,"sham",1,687,"incorrect","article",0
"3474","15",18,9,2,8,"syntax","object","8",1,2,1,1,"acc","Patient",2,1,"sham",1,574.3,"correct","article",1
"3475","15",19,28,1,28,"syntax","subject","28",1,1,1,1,"nom","Agent",2,2,"sham",1,593.5,"correct","article",1
"3478","15",22,44,1,44,"syntax","subject","44",1,2,1,1,"acc","Patient",2,1,"sham",1,1382.2,"incorrect","article",0
"3480","15",24,61,2,60,"syntax","object","60",1,1,1,2,"acc","Patient",1,2,"sham",1,853.6,"correct","article",1
"3483","15",27,49,2,48,"syntax","object","48",1,2,1,1,"acc","Patient",2,1,"sham",1,608,"correct","article",1
"3486","15",30,26,1,26,"syntax","subject","26",1,2,1,1,"nom","Agent",1,2,"sham",1,1045.9,"correct","article",1
"3489","15",33,32,2,31,"syntax","object","31",1,1,1,2,"acc","Patient",1,2,"sham",1,750.1,"correct","article",1
"3491","15",35,68,2,67,"syntax","object","67",1,1,1,1,"acc","Patient",1,1,"sham",1,837.8,"correct","article",1
"3493","15",37,44,2,43,"syntax","object","43",1,1,1,2,"acc","Patient",1,2,"sham",1,573.3,"correct","article",1
"3495","15",39,45,1,45,"syntax","subject","45",1,2,1,2,"nom","Agent",1,1,"sham",1,669.3,"correct","article",1
"3497","15",41,20,2,19,"syntax","object","19",1,2,1,2,"acc","Patient",2,2,"sham",1,818.5,"correct","article",1
"3499","15",43,2,1,2,"syntax","subject","2",1,2,1,2,"nom","Agent",1,1,"sham",1,708.8,"correct","article",1
"3500","15",44,4,2,3,"syntax","object","3",1,1,1,1,"acc","Patient",1,1,"sham",1,849.2,"correct","article",1
"3502","15",46,10,1,10,"syntax","subject","10",1,1,1,1,"nom","Agent",2,2,"sham",1,642.3,"correct","article",1
"3504","15",48,18,1,18,"syntax","subject","18",1,1,1,1,"nom","Agent",2,2,"sham",1,605.2,"correct","article",1
"3506","15",50,11,2,10,"syntax","object","10",1,1,1,1,"acc","Patient",1,1,"sham",1,753.3,"correct","article",1
"3507","15",51,63,1,63,"syntax","subject","63",1,1,1,2,"nom","Agent",2,1,"sham",1,781.6,"correct","article",1
"3510","15",54,3,2,2,"syntax","object","2",1,2,1,2,"acc","Patient",2,2,"sham",1,585.8,"correct","article",1
"3512","15",56,5,2,4,"syntax","object","4",1,2,1,1,"acc","Patient",2,1,"sham",1,650.1,"correct","article",1
"3514","15",58,33,2,32,"syntax","object","32",1,2,1,1,"acc","Patient",2,1,"sham",1,502.4,"correct","article",1
"3516","15",60,43,1,43,"syntax","subject","43",1,1,1,2,"nom","Agent",2,1,"sham",1,1082.6,"correct","article",1
"3518","15",62,46,1,46,"syntax","subject","46",1,1,1,1,"nom","Agent",2,2,"sham",1,669.9,"correct","article",1
"3520","15",64,31,1,31,"syntax","subject","31",1,1,1,2,"nom","Agent",2,1,"sham",1,658.2,"correct","article",1
"3521","15",65,18,2,17,"syntax","object","17",1,2,1,2,"acc","Patient",2,2,"sham",1,850,"correct","article",1
"3524","15",68,1,1,1,"syntax","subject","1",1,2,1,1,"nom","Agent",1,2,"sham",1,837.6,"correct","article",1
"3526","15",70,45,2,44,"syntax","object","44",1,2,1,1,"acc","Patient",2,1,"sham",1,676.8,"correct","article",1
"3528","15",72,22,2,21,"syntax","object","21",1,1,1,2,"acc","Patient",1,2,"sham",1,670.6,"correct","article",1
"3529","15",73,7,1,7,"syntax","subject","7",1,1,1,2,"nom","Agent",2,1,"sham",1,623,"correct","article",1
"3531","15",75,67,1,67,"syntax","subject","67",1,1,1,1,"nom","Agent",2,2,"sham",1,933.2,"correct","article",1
"3532","15",76,28,2,27,"syntax","object","27",1,2,1,2,"acc","Patient",2,2,"sham",1,1035.4,"correct","article",1
"3534","15",78,61,1,61,"syntax","subject","61",1,1,1,1,"nom","Agent",2,2,"sham",1,948.2,"correct","article",1
"3536","15",80,9,1,9,"syntax","subject","9",1,2,1,2,"nom","Agent",1,1,"sham",1,805.6,"correct","article",1
"3538","15",82,52,1,52,"syntax","subject","52",1,1,1,2,"nom","Agent",2,1,"sham",1,748.7,"correct","article",1
"3539","15",83,6,2,5,"syntax","object","5",1,2,1,2,"acc","Patient",2,2,"sham",1,994.1,"correct","article",1
"3542","15",86,15,1,15,"syntax","subject","15",1,1,1,2,"nom","Agent",2,1,"sham",1,1348.2,"correct","article",1
"3545","15",89,19,2,18,"syntax","object","18",1,1,1,1,"acc","Patient",1,1,"sham",1,753.2,"correct","article",1
"3546","15",90,25,1,25,"syntax","subject","25",1,1,1,2,"nom","Agent",2,1,"sham",1,948.6,"correct","article",1
"3548","15",92,23,2,22,"syntax","object","22",1,2,1,1,"acc","Patient",2,1,"sham",1,923.2,"correct","article",1
"3551","15",95,12,2,11,"syntax","object","11",1,1,1,2,"acc","Patient",1,2,"sham",1,844.6,"correct","article",1
"3553","15",97,46,2,45,"syntax","object","45",1,2,1,2,"acc","Patient",2,2,"sham",1,545.8,"correct","article",1
"3554","15",98,27,1,27,"syntax","subject","27",1,2,1,2,"nom","Agent",1,1,"sham",1,783.1,"correct","article",1
"3556","15",100,15,2,14,"syntax","object","14",1,1,1,1,"acc","Patient",1,1,"sham",1,686.4,"correct","article",1
"3558","15",102,48,2,47,"syntax","object","47",1,1,1,2,"acc","Patient",1,2,"sham",1,684.2,"correct","article",1
"3559","15",103,37,1,37,"syntax","subject","37",1,2,1,2,"nom","Agent",1,1,"sham",1,1182.1,"correct","article",1
"3562","15",106,21,1,21,"syntax","subject","21",1,1,1,2,"nom","Agent",2,1,"sham",1,989,"correct","article",1
"3564","15",108,13,2,12,"syntax","object","12",1,2,1,1,"acc","Agent",2,2,"sham",1,664.6,"correct","article",1
"3566","15",110,23,1,23,"syntax","subject","23",1,2,1,2,"nom","Agent",1,1,"sham",1,807.6,"correct","article",1
"3568","15",112,2,2,1,"syntax","object","1",1,2,1,1,"acc","Patient",2,1,"sham",1,631.5,"correct","article",1
"3569","15",113,13,1,13,"syntax","subject","13",1,2,1,2,"nom","Agent",1,1,"sham",1,789.8,"correct","article",1
"3571","15",115,32,1,32,"syntax","subject","32",1,2,1,1,"acc","Agent",2,2,"sham",1,890.7,"incorrect","article",0
"3572","15",116,62,2,61,"syntax","object","61",1,1,1,1,"acc","Patient",1,1,"sham",1,768.7,"correct","article",1
"3574","15",118,60,1,60,"syntax","subject","60",1,1,1,2,"nom","Agent",2,1,"sham",1,663.2,"correct","article",1
"3577","15",121,25,2,24,"syntax","object","24",1,1,1,1,"acc","Patient",1,1,"sham",1,702.6,"correct","article",1
"3578","15",122,50,1,50,"syntax","subject","50",1,1,1,1,"nom","Agent",2,2,"sham",1,640.1,"correct","article",1
"3581","15",125,10,2,9,"syntax","object","9",1,2,1,2,"acc","Patient",2,2,"sham",1,773.3,"correct","article",1
"3582","15",126,22,1,22,"syntax","subject","22",1,2,1,1,"acc","Agent",2,2,"sham",1,1068.5,"incorrect","article",0
"3585","15",129,47,2,46,"syntax","object","46",1,1,1,1,"acc","Patient",1,1,"sham",1,638.8,"correct","article",1
"3588","15",132,48,1,48,"syntax","subject","48",1,2,1,1,"nom","Agent",1,2,"sham",1,558.5,"correct","article",1
"3590","15",134,26,2,25,"syntax","object","25",1,1,1,2,"acc","Patient",1,2,"sham",1,922.8,"correct","article",1
"3591","15",135,19,1,19,"syntax","subject","19",1,2,1,2,"acc","Patient",2,2,"sham",1,765,"incorrect","article",0
"3594","15",138,21,2,20,"syntax","object","20",1,1,1,1,"nom","Patient",2,1,"sham",1,693.8,"incorrect","article",0
"3596","15",140,3,1,3,"syntax","subject","3",1,1,1,1,"nom","Agent",2,2,"sham",1,600.8,"correct","article",1
"3599","15",143,16,2,15,"syntax","object","15",1,1,1,2,"acc","Patient",1,2,"sham",1,987.7,"correct","article",1
"3602","15",146,39,2,38,"syntax","object","38",1,1,1,1,"acc","Agent",1,2,"sham",1,678.3,"correct","article",1
"3605","15",149,5,1,5,"syntax","subject","5",1,2,1,2,"nom","Agent",1,1,"sham",1,757.7,"correct","article",1
"3608","15",152,49,1,49,"syntax","subject","49",1,2,1,2,"nom","Agent",1,1,"sham",1,721.2,"correct","article",1
"3609","15",153,8,2,7,"syntax","object","7",1,1,1,2,"acc","Patient",1,2,"sham",1,1184.8,"correct","article",1
"3611","15",155,20,1,20,"syntax","subject","20",1,1,1,1,"nom","Agent",2,2,"sham",1,612,"correct","article",1
"3613","15",157,38,2,37,"syntax","object","37",1,2,1,2,"acc","Patient",2,2,"sham",1,790,"correct","article",1
"3616","15",160,51,2,50,"syntax","object","50",1,1,1,1,"acc","Agent",1,2,"sham",1,1089.6,"correct","article",1
"3617","15",161,34,1,34,"syntax","subject","34",1,1,1,2,"nom","Agent",2,1,"sham",1,741.1,"correct","article",1
"3619","15",163,64,2,63,"syntax","object","63",1,1,1,2,"acc","Agent",1,1,"sham",1,638.7,"correct","article",1
"3620","15",164,47,1,47,"syntax","subject","47",1,1,1,2,"nom","Agent",2,1,"sham",1,502.7,"correct","article",1
"3622","15",166,67,2,66,"syntax","object","66",1,2,1,2,"acc","Patient",2,2,"sham",1,874.6,"correct","article",1
"3624","15",168,12,1,12,"syntax","subject","12",1,2,1,1,"nom","Agent",1,2,"sham",1,837.4,"correct","article",1
"3625","15",169,14,2,13,"syntax","object","13",1,2,1,2,"acc","Patient",2,2,"sham",1,782.1,"correct","article",1
"3628","15",172,29,2,28,"syntax","object","28",1,1,1,1,"nom","Patient",2,1,"sham",1,1232.8,"incorrect","article",0
"3630","15",174,14,1,14,"syntax","subject","14",1,1,1,1,"acc","Patient",1,1,"sham",1,935.7,"incorrect","article",0
"3633","15",177,8,1,8,"syntax","subject","8",1,2,1,1,"nom","Agent",1,2,"sham",1,695.9,"correct","article",1
"3635","15",179,17,1,17,"syntax","subject","17",1,2,1,2,"acc","Patient",2,2,"sham",1,720.2,"incorrect","article",0
"3636","15",180,53,2,52,"syntax","object","52",1,1,1,2,"acc","Patient",1,2,"sham",1,732.7,"correct","article",1
"3638","15",182,11,1,11,"syntax","subject","11",1,1,1,2,"acc","Patient",1,2,"sham",1,1257.6,"incorrect","article",0
"3641","15",185,27,2,26,"syntax","object","26",1,2,1,1,"acc","Patient",2,1,"sham",1,565.4,"correct","article",1
"3643","15",187,65,2,64,"syntax","object","64",1,2,1,1,"acc","Patient",2,1,"sham",1,573.2,"correct","article",1
"3644","15",188,16,1,16,"syntax","subject","16",1,2,1,1,"nom","Agent",1,2,"sham",1,952.3,"correct","article",1
"3646","15",190,4,1,4,"syntax","subject","4",1,2,1,1,"acc","Agent",2,2,"sham",1,1380.1,"incorrect","article",0
"3647","15",191,36,2,35,"syntax","object","35",1,2,1,1,"acc","Patient",2,1,"sham",1,770,"correct","article",1
"3651","15",3,13,2,12,"syntax","object","12",1,2,1,2,"acc","Patient",2,2,"BA44",2,643.2,"correct","article",1
"3652","15",4,52,1,52,"syntax","subject","52",1,2,1,1,"nom","Agent",1,2,"BA44",2,1015.6,"correct","article",1
"3654","15",6,39,2,38,"syntax","object","38",1,1,1,2,"acc","Patient",1,2,"BA44",2,684.2,"correct","article",1
"3657","15",9,38,2,37,"syntax","object","37",1,1,1,1,"acc","Patient",1,1,"BA44",2,775.5,"correct","article",1
"3659","15",11,3,1,3,"syntax","subject","3",1,1,1,2,"nom","Agent",2,1,"BA44",2,688.9,"correct","article",1
"3660","15",12,29,2,28,"syntax","object","28",1,1,1,2,"acc","Patient",1,2,"BA44",2,935.7,"correct","article",1
"3662","15",14,20,1,20,"syntax","subject","20",1,1,1,2,"nom","Agent",2,1,"BA44",2,809.9,"correct","article",1
"3664","15",16,20,2,19,"syntax","object","19",1,1,1,1,"acc","Patient",1,1,"BA44",2,860.5,"correct","article",1
"3666","15",18,67,2,66,"syntax","object","66",1,1,1,1,"acc","Patient",1,1,"BA44",2,893.1,"correct","article",1
"3668","15",20,15,2,14,"syntax","object","14",1,1,1,2,"acc","Patient",1,2,"BA44",2,630.5,"correct","article",1
"3671","15",23,43,1,43,"syntax","subject","43",1,2,1,1,"nom","Agent",1,2,"BA44",2,1098,"correct","article",1
"3672","15",24,14,2,13,"syntax","object","13",1,1,1,1,"acc","Patient",1,1,"BA44",2,979.8,"correct","article",1
"3674","15",26,23,2,22,"syntax","object","22",1,2,1,2,"acc","Patient",2,2,"BA44",2,848.8,"correct","article",1
"3676","15",28,26,2,25,"syntax","object","25",1,2,1,1,"acc","Patient",2,1,"BA44",2,692.8,"correct","article",1
"3678","15",30,17,1,17,"syntax","subject","17",1,1,1,1,"nom","Agent",2,2,"BA44",2,1148.3,"correct","article",1
"3681","15",33,67,1,67,"syntax","subject","67",1,1,1,2,"nom","Agent",2,1,"BA44",2,938.8,"correct","article",1
"3684","15",36,33,2,32,"syntax","object","32",1,2,1,2,"acc","Patient",2,2,"BA44",2,877.2,"correct","article",1
"3685","15",37,9,1,9,"syntax","subject","9",1,1,1,1,"nom","Agent",2,2,"BA44",2,1071.8,"correct","article",1
"3687","15",39,1,1,1,"syntax","subject","1",1,2,1,2,"nom","Agent",1,1,"BA44",2,1086.1,"correct","article",1
"3688","15",40,28,2,27,"syntax","object","27",1,1,1,1,"acc","Patient",1,1,"BA44",2,973.1,"correct","article",1
"3690","15",42,49,1,49,"syntax","subject","49",1,1,1,1,"nom","Agent",2,2,"BA44",2,768.3,"correct","article",1
"3692","15",44,47,1,47,"syntax","subject","47",1,2,1,1,"nom","Agent",1,2,"BA44",2,880.2,"correct","article",1
"3694","15",46,5,1,5,"syntax","subject","5",1,1,1,1,"nom","Agent",2,2,"BA44",2,791.9,"correct","article",1
"3696","15",48,60,1,60,"syntax","subject","60",1,2,1,1,"nom","Agent",1,2,"BA44",2,836.6,"correct","article",1
"3697","15",49,10,2,9,"syntax","object","9",1,1,1,1,"acc","Patient",1,1,"BA44",2,834.2,"correct","article",1
"3699","15",51,21,2,20,"syntax","object","20",1,1,1,2,"acc","Patient",1,2,"BA44",2,978.2,"correct","article",1
"3700","15",52,26,1,26,"syntax","subject","26",1,2,1,2,"nom","Agent",1,1,"BA44",2,1423.4,"correct","article",1
"3703","15",55,8,1,8,"syntax","subject","8",1,2,1,2,"nom","Agent",1,1,"BA44",2,1220.5,"correct","article",1
"3706","15",58,66,1,66,"syntax","subject","66",1,1,1,1,"nom","Agent",2,2,"BA44",2,1045.8,"correct","article",1
"3709","15",61,46,1,46,"syntax","subject","46",1,1,1,2,"nom","Agent",2,1,"BA44",2,928.4,"correct","article",1
"3712","15",64,46,2,45,"syntax","object","45",1,1,1,1,"acc","Patient",1,1,"BA44",2,762.3,"correct","article",1
"3714","15",66,51,2,50,"syntax","object","50",1,1,1,2,"acc","Patient",1,2,"BA44",2,1059.9,"correct","article",1
